Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDQ16,19.7,LF,4.2,Frozen Foods,108.09,OUT045,2002,,Tier 2,Supermarket Type1,1965.0
FDK15,10.8,Low Fat,16.5,Meat,98.4,OUT010,1998,,Tier 3,Grocery Store,99.0
NCO53,,Low Fat,17.4,Health and Hygiene,184.06,OUT027,1985,Medium,Tier 3,Supermarket Type3,6432.0
FDG12,,Regular,0.6,Baking Goods,122.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,3736.0
FDU28,,Regular,9.3,Frozen Foods,189.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,2261.0
FDI20,,Low Fat,6.8,Fruits and Vegetables,211.36,OUT019,1985,Small,Tier 1,Grocery Store,422.0
DRN37,9.6,Low Fat,16.1,Soft Drinks,165.32,OUT010,1998,,Tier 3,Grocery Store,334.0
FDD28,10.695,Low Fat,5.3,Frozen Foods,59.69,OUT046,1997,Small,Tier 1,Supermarket Type1,937.0
FDP31,21.1,Regular,16.1,Fruits and Vegetables,62.92,OUT035,2004,Small,Tier 2,Supermarket Type1,1087.0
DRD27,,Low Fat,4.2,Dairy,98.3,OUT019,1985,Small,Tier 1,Grocery Store,198.0
DRF01,,Low Fat,30.7,Soft Drinks,147.31,OUT019,1985,Small,Tier 1,Grocery Store,292.0
DRD25,6.135,LF,7.9,Soft Drinks,111.29,OUT018,2009,Medium,Tier 3,Supermarket Type2,2264.0
FDD53,16.2,Low Fat,4.4,Frozen Foods,43.35,OUT017,2007,,Tier 2,Supermarket Type1,923.0
FDQ24,15.7,Low Fat,7.4,Baking Goods,253.47,OUT045,2002,,Tier 2,Supermarket Type1,2013.0
FDY49,17.2,Regular,1.2,Canned,164.42,OUT017,2007,,Tier 2,Supermarket Type1,2642.0
NCP18,12.15,Low Fat,2.9,Household,150.47,OUT046,1997,Small,Tier 1,Supermarket Type1,2257.0
FDT07,,Regular,7.7,Fruits and Vegetables,257.13,OUT027,1985,Medium,Tier 3,Supermarket Type3,7434.0
FDG46,8.63,Regular,5.5,Snack Foods,114.75,OUT010,1998,,Tier 3,Grocery Store,455.0
FDH50,15.0,Regular,16.2,Canned,182.53,OUT018,2009,Medium,Tier 3,Supermarket Type2,1291.0
FDS40,,Low Fat,2.5,Frozen Foods,34.62,OUT019,1985,Small,Tier 1,Grocery Store,37.0
FDZ60,,Low Fat,11.9,Baking Goods,108.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,1726.0
FDG38,8.975,Regular,5.3,Canned,86.62,OUT045,2002,,Tier 2,Supermarket Type1,1619.0
FDG31,12.15,Low Fat,3.8,Meat,64.78,OUT035,2004,Small,Tier 2,Supermarket Type1,904.0
FDS39,6.895,Low Fat,2.3,Meat,143.78,OUT017,2007,,Tier 2,Supermarket Type1,1995.0
FDL22,,Low Fat,3.6,Snack Foods,92.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,2626.0
FDQ20,8.325,Low Fat,3.0,Fruits and Vegetables,39.31,OUT035,2004,Small,Tier 2,Supermarket Type1,975.0
DRB24,8.785,Low Fat,2.1,Soft Drinks,153.17,OUT017,2007,,Tier 2,Supermarket Type1,1854.0
DRI51,,Low Fat,4.2,Dairy,172.68,OUT027,1985,Medium,Tier 3,Supermarket Type3,6184.0
FDJ60,19.35,Regular,6.3,Baking Goods,163.92,OUT035,2004,Small,Tier 2,Supermarket Type1,3137.0
FDB40,17.5,Regular,1.3,Dairy,144.81,OUT010,1998,,Tier 3,Grocery Store,292.0
FDO15,16.75,Regular,0.9,Meat,72.4,OUT017,2007,,Tier 2,Supermarket Type1,739.0
FDI53,8.895,Regular,13.8,Frozen Foods,161.52,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.0
FDZ14,7.71,Regular,4.8,Dairy,122.48,OUT046,1997,Small,Tier 1,Supermarket Type1,606.0
NCD54,,Low Fat,5.1,Household,142.78,OUT019,1985,Small,Tier 1,Grocery Store,144.0
FDF28,15.7,Regular,3.8,Frozen Foods,124.1,OUT046,1997,Small,Tier 1,Supermarket Type1,1121.0
FDD39,16.7,Low Fat,7.1,Dairy,217.68,OUT017,2007,,Tier 2,Supermarket Type1,2164.0
NCN54,20.35,Low Fat,2.1,Household,76.13,OUT046,1997,Small,Tier 1,Supermarket Type1,772.0
NCO41,12.5,Low Fat,1.9,Health and Hygiene,100.14,OUT017,2007,,Tier 2,Supermarket Type1,2168.0
FDH45,15.1,Regular,10.6,Fruits and Vegetables,41.68,OUT046,1997,Small,Tier 1,Supermarket Type1,495.0
NCD55,14.0,Low Fat,4.1,Household,43.45,OUT010,1998,,Tier 3,Grocery Store,42.0
DRK35,8.365,Low Fat,7.2,Hard Drinks,39.65,OUT017,2007,,Tier 2,Supermarket Type1,835.0
FDM25,10.695,Regular,6.1,Breakfast,177.57,OUT017,2007,,Tier 2,Supermarket Type1,2637.0
NCW30,5.21,Low Fat,1.1,Household,259.6,OUT035,2004,Small,Tier 2,Supermarket Type1,2849.0
FDU15,13.65,Regular,0.0,Meat,37.95,OUT045,2002,,Tier 2,Supermarket Type1,575.0
DRN35,8.01,Low Fat,7.0,Hard Drinks,37.55,OUT046,1997,Small,Tier 1,Supermarket Type1,1366.0
FDN28,5.88,Regular,3.0,Frozen Foods,104.1,OUT049,1999,Medium,Tier 1,Supermarket Type1,413.0
NCK29,5.615,Low Fat,21.1,Health and Hygiene,121.37,OUT010,1998,,Tier 3,Grocery Store,123.0
FDA49,19.7,LF,6.5,Canned,87.02,OUT049,1999,Medium,Tier 1,Supermarket Type1,698.0
FDE40,,Regular,17.4,Dairy,60.02,OUT019,1985,Small,Tier 1,Grocery Store,124.0
FDD52,18.25,Regular,18.4,Dairy,110.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,1977.0
FDZ31,15.35,Regular,11.4,Fruits and Vegetables,189.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,2493.0
FDA13,,Low Fat,7.8,Canned,39.95,OUT027,1985,Medium,Tier 3,Supermarket Type3,721.0
FDU08,10.3,Low Fat,2.7,Fruits and Vegetables,101.2,OUT013,1987,High,Tier 3,Supermarket Type1,397.0
FDU15,13.65,Regular,2.7,Meat,35.15,OUT046,1997,Small,Tier 1,Supermarket Type1,791.0
FDD45,8.615,Low Fat,11.6,Fruits and Vegetables,95.94,OUT035,2004,Small,Tier 2,Supermarket Type1,2742.0
FDY50,5.8,Low Fat,13.1,Dairy,87.82,OUT045,2002,,Tier 2,Supermarket Type1,1071.0
FDD08,8.3,Low Fat,3.5,Fruits and Vegetables,36.25,OUT049,1999,Medium,Tier 1,Supermarket Type1,835.0
NCE30,16.0,Low Fat,0.0,Household,210.49,OUT045,2002,,Tier 2,Supermarket Type1,3611.0
FDB05,5.155,Low Fat,8.3,Frozen Foods,247.28,OUT049,1999,Medium,Tier 1,Supermarket Type1,5944.0
FDS09,8.895,Regular,8.1,Snack Foods,49.8,OUT045,2002,,Tier 2,Supermarket Type1,1063.0
FDZ07,15.1,Regular,0.0,Fruits and Vegetables,63.72,OUT018,2009,Medium,Tier 3,Supermarket Type2,1362.0
FDS57,15.5,LF,10.3,Snack Foods,144.85,OUT035,2004,Small,Tier 2,Supermarket Type1,1718.0
FDX28,6.325,Low Fat,12.6,Frozen Foods,100.9,OUT018,2009,Medium,Tier 3,Supermarket Type2,2083.0
FDN56,,Regular,18.7,Fruits and Vegetables,145.88,OUT019,1985,Small,Tier 1,Grocery Store,289.0
FDX44,9.3,Low Fat,4.3,Fruits and Vegetables,89.32,OUT035,2004,Small,Tier 2,Supermarket Type1,2052.0
NCF19,,Low Fat,3.5,Household,49.0,OUT027,1985,Medium,Tier 3,Supermarket Type3,826.0
NCA17,20.6,LF,4.6,Health and Hygiene,149.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,4027.0
FDY40,15.5,Regular,8.6,Frozen Foods,49.67,OUT046,1997,Small,Tier 1,Supermarket Type1,788.0
NCX54,9.195,Low Fat,4.8,Household,105.66,OUT035,2004,Small,Tier 2,Supermarket Type1,1694.0
FDK28,5.695,Low Fat,6.6,Frozen Foods,258.26,OUT046,1997,Small,Tier 1,Supermarket Type1,5411.0
FDI32,,Low Fat,17.4,Fruits and Vegetables,113.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,4377.0
FDT11,5.94,Regular,2.9,Breads,188.06,OUT018,2009,Medium,Tier 3,Supermarket Type2,939.0
FDO32,6.36,Low Fat,12.1,Fruits and Vegetables,45.91,OUT017,2007,,Tier 2,Supermarket Type1,1119.0
DRJ01,,Low Fat,11.4,Soft Drinks,160.92,OUT027,1985,Medium,Tier 3,Supermarket Type3,2256.0
FDW02,4.805,Regular,0.0,Dairy,123.97,OUT045,2002,,Tier 2,Supermarket Type1,2253.0
NCK30,14.85,Low Fat,6.1,Household,254.87,OUT013,1987,High,Tier 3,Supermarket Type1,4820.0
NCM43,14.5,Low Fat,1.9,Others,161.62,OUT013,1987,High,Tier 3,Supermarket Type1,2121.0
FDJ14,10.3,Regular,5.0,Canned,77.9,OUT046,1997,Small,Tier 1,Supermarket Type1,1278.0
FDE59,12.15,Low Fat,6.2,Starchy Foods,37.95,OUT035,2004,Small,Tier 2,Supermarket Type1,1079.0
FDN10,11.5,Low Fat,4.6,Snack Foods,120.31,OUT045,2002,,Tier 2,Supermarket Type1,474.0
NCC18,19.1,Low Fat,17.7,Household,174.04,OUT046,1997,Small,Tier 1,Supermarket Type1,1724.0
FDN34,,Regular,8.0,Snack Foods,168.71,OUT019,1985,Small,Tier 1,Grocery Store,338.0
FDU12,15.5,Regular,7.6,Baking Goods,265.16,OUT018,2009,Medium,Tier 3,Supermarket Type2,2109.0
FDR33,7.31,Low Fat,2.7,Snack Foods,110.36,OUT046,1997,Small,Tier 1,Supermarket Type1,3186.0
FDP33,18.7,Low Fat,8.9,Snack Foods,257.37,OUT013,1987,High,Tier 3,Supermarket Type1,2045.0
FDT49,7.0,Low Fat,15.1,Canned,107.03,OUT013,1987,High,Tier 3,Supermarket Type1,2876.0
FDK02,12.5,Low Fat,11.2,Canned,121.14,OUT035,2004,Small,Tier 2,Supermarket Type1,1438.0
NCM07,9.395,Low Fat,4.0,Others,84.09,OUT046,1997,Small,Tier 1,Supermarket Type1,419.0
FDX38,10.5,Regular,4.8,Dairy,45.94,OUT046,1997,Small,Tier 1,Supermarket Type1,575.0
FDS56,5.785,Regular,6.5,Fruits and Vegetables,262.13,OUT010,1998,,Tier 3,Grocery Store,787.0
FDU26,16.7,Regular,4.3,Dairy,120.78,OUT049,1999,Medium,Tier 1,Supermarket Type1,1073.0
FDR16,5.845,Regular,10.5,Frozen Foods,214.42,OUT049,1999,Medium,Tier 1,Supermarket Type1,5343.0
FDA58,9.395,Low Fat,10.4,Snack Foods,235.89,OUT046,1997,Small,Tier 1,Supermarket Type1,943.0
FDI26,5.94,Low Fat,3.5,Canned,179.83,OUT018,2009,Medium,Tier 3,Supermarket Type2,1249.0
FDU36,6.15,Low Fat,4.6,Baking Goods,97.84,OUT035,2004,Small,Tier 2,Supermarket Type1,2069.0
FDG60,20.35,Low Fat,6.1,Baking Goods,234.26,OUT035,2004,Small,Tier 2,Supermarket Type1,4687.0
FDH14,17.1,Regular,7.8,Canned,141.88,OUT010,1998,,Tier 3,Grocery Store,281.0
FDQ37,,Low Fat,8.9,Breakfast,192.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,7944.0
FDW23,5.765,Low Fat,8.2,Baking Goods,36.72,OUT013,1987,High,Tier 3,Supermarket Type1,850.0
FDM03,12.65,Low Fat,12.4,Meat,107.79,OUT017,2007,,Tier 2,Supermarket Type1,2251.0
FDB58,10.5,reg,1.3,Snack Foods,140.02,OUT013,1987,High,Tier 3,Supermarket Type1,3120.0
FDR09,18.25,Low Fat,7.8,Snack Foods,260.3,OUT013,1987,High,Tier 3,Supermarket Type1,1036.0
FDR48,11.65,Low Fat,0.0,Baking Goods,149.8,OUT018,2009,Medium,Tier 3,Supermarket Type2,1822.0
FDZ52,19.2,Low Fat,10.0,Frozen Foods,110.29,OUT046,1997,Small,Tier 1,Supermarket Type1,778.0
DRD60,15.7,Low Fat,3.7,Soft Drinks,182.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,3454.0
FDJ14,10.3,Regular,5.0,Canned,80.1,OUT013,1987,High,Tier 3,Supermarket Type1,240.0
NCY29,13.65,low fat,7.7,Health and Hygiene,56.89,OUT046,1997,Small,Tier 1,Supermarket Type1,1188.0
NCP41,16.6,Low Fat,1.6,Health and Hygiene,108.86,OUT013,1987,High,Tier 3,Supermarket Type1,971.0
FDK46,9.6,Low Fat,5.2,Snack Foods,258.46,OUT045,2002,,Tier 2,Supermarket Type1,4674.0
FDI48,11.85,Regular,5.6,Baking Goods,50.57,OUT013,1987,High,Tier 3,Supermarket Type1,923.0
FDX48,,reg,6.6,Baking Goods,154.17,OUT019,1985,Small,Tier 1,Grocery Store,618.0
NCI29,8.6,Low Fat,3.3,Health and Hygiene,141.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,709.0
FDL51,20.7,Regular,4.7,Dairy,213.99,OUT046,1997,Small,Tier 1,Supermarket Type1,2144.0
FDU21,11.8,Regular,7.7,Snack Foods,35.76,OUT017,2007,,Tier 2,Supermarket Type1,577.0
FDA08,,Regular,8.8,Fruits and Vegetables,162.55,OUT019,1985,Small,Tier 1,Grocery Store,329.0
FDK03,12.6,Regular,7.4,Dairy,255.94,OUT018,2009,Medium,Tier 3,Supermarket Type2,4832.0
DRH39,20.7,Low Fat,9.3,Dairy,77.67,OUT049,1999,Medium,Tier 1,Supermarket Type1,2220.0
NCR18,15.85,Low Fat,2.1,Household,41.61,OUT018,2009,Medium,Tier 3,Supermarket Type2,256.0
NCX42,6.36,Low Fat,0.6,Household,163.65,OUT046,1997,Small,Tier 1,Supermarket Type1,1151.0
FDR15,9.3,reg,3.3,Meat,156.63,OUT049,1999,Medium,Tier 1,Supermarket Type1,1241.0
FDN60,,Low Fat,16.7,Baking Goods,157.66,OUT019,1985,Small,Tier 1,Grocery Store,317.0
FDH24,20.7,Low Fat,2.2,Baking Goods,157.03,OUT017,2007,,Tier 2,Supermarket Type1,2985.0
FDY50,,Low Fat,13.0,Dairy,88.72,OUT027,1985,Medium,Tier 3,Supermarket Type3,3301.0
FDT26,18.85,Regular,6.8,Dairy,120.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,1798.0
NCC30,16.6,Low Fat,2.8,Household,176.63,OUT035,2004,Small,Tier 2,Supermarket Type1,2677.0
NCE43,12.5,low fat,10.3,Household,170.84,OUT046,1997,Small,Tier 1,Supermarket Type1,4943.0
DRK39,7.02,Low Fat,0.0,Dairy,83.82,OUT017,2007,,Tier 2,Supermarket Type1,1415.0
FDL16,12.85,Low Fat,16.8,Frozen Foods,45.91,OUT013,1987,High,Tier 3,Supermarket Type1,886.0
FDQ36,7.855,Regular,16.2,Baking Goods,36.28,OUT018,2009,Medium,Tier 3,Supermarket Type2,1156.0
FDS34,19.35,reg,7.7,Snack Foods,113.45,OUT035,2004,Small,Tier 2,Supermarket Type1,1594.0
FDN32,17.5,Low Fat,1.6,Fruits and Vegetables,184.83,OUT045,2002,,Tier 2,Supermarket Type1,2766.0
FDZ23,17.75,Regular,6.8,Baking Goods,187.62,OUT045,2002,,Tier 2,Supermarket Type1,1491.0
DRL49,13.15,Low Fat,5.7,Soft Drinks,143.48,OUT049,1999,Medium,Tier 1,Supermarket Type1,855.0
FDG33,5.365,Regular,14.0,Seafood,173.78,OUT035,2004,Small,Tier 2,Supermarket Type1,4638.0
FDG04,13.1,Low Fat,0.6,Frozen Foods,187.59,OUT045,2002,,Tier 2,Supermarket Type1,2432.0
FDR04,7.075,Low Fat,2.3,Frozen Foods,97.01,OUT045,2002,,Tier 2,Supermarket Type1,1944.0
FDF52,9.3,LF,6.7,Frozen Foods,180.53,OUT035,2004,Small,Tier 2,Supermarket Type1,2189.0
FDT36,12.3,Low Fat,18.6,Baking Goods,37.29,OUT010,1998,,Tier 3,Grocery Store,176.0
FDH17,16.2,Regular,1.7,Frozen Foods,95.87,OUT013,1987,High,Tier 3,Supermarket Type1,1077.0
NCL42,18.85,Low Fat,4.1,Household,244.01,OUT017,2007,,Tier 2,Supermarket Type1,5635.0
DRN35,8.01,Low Fat,7.1,Hard Drinks,34.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.0
FDL21,,Regular,1.3,Snack Foods,38.75,OUT019,1985,Small,Tier 1,Grocery Store,80.0
FDX07,,Regular,2.3,Fruits and Vegetables,183.5,OUT027,1985,Medium,Tier 3,Supermarket Type3,4577.0
FDW16,17.35,Regular,4.1,Frozen Foods,93.08,OUT046,1997,Small,Tier 1,Supermarket Type1,827.0
FDS11,,Regular,5.5,Breads,222.51,OUT027,1985,Medium,Tier 3,Supermarket Type3,7159.0
NCZ54,14.65,Low Fat,8.4,Household,163.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,2599.0
FDH32,12.8,Low Fat,7.6,Fruits and Vegetables,96.54,OUT035,2004,Small,Tier 2,Supermarket Type1,3765.0
NCQ17,,Low Fat,11.6,Health and Hygiene,158.36,OUT027,1985,Medium,Tier 3,Supermarket Type3,4068.0
FDK38,6.65,Low Fat,5.3,Canned,147.77,OUT035,2004,Small,Tier 2,Supermarket Type1,2079.0
NCF55,6.675,Low Fat,2.2,Household,35.69,OUT013,1987,High,Tier 3,Supermarket Type1,953.0
FDW39,6.69,Regular,3.7,Meat,176.84,OUT018,2009,Medium,Tier 3,Supermarket Type2,1411.0
FDX36,,Regular,22.5,Baking Goods,223.14,OUT019,1985,Small,Tier 1,Grocery Store,450.0
FDD47,7.6,reg,14.3,Starchy Foods,171.74,OUT045,2002,,Tier 2,Supermarket Type1,4432.0
FDQ46,7.51,Low Fat,10.4,Snack Foods,110.65,OUT013,1987,High,Tier 3,Supermarket Type1,1902.0
FDE56,,Regular,15.8,Fruits and Vegetables,62.42,OUT027,1985,Medium,Tier 3,Supermarket Type3,2291.0
FDY39,,Regular,8.2,Meat,185.76,OUT019,1985,Small,Tier 1,Grocery Store,1470.0
FDG05,11.0,Regular,8.8,Frozen Foods,156.86,OUT046,1997,Small,Tier 1,Supermarket Type1,2973.0
NCR54,,Low Fat,15.9,Household,194.71,OUT019,1985,Small,Tier 1,Grocery Store,196.0
FDX57,17.25,reg,4.7,Snack Foods,95.81,OUT018,2009,Medium,Tier 3,Supermarket Type2,1264.0
FDC17,,Low Fat,1.5,Frozen Foods,208.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,9678.0
DRL60,,Low Fat,4.7,Soft Drinks,150.67,OUT019,1985,Small,Tier 1,Grocery Store,457.0
FDO32,6.36,Low Fat,12.0,Fruits and Vegetables,45.41,OUT013,1987,High,Tier 3,Supermarket Type1,1119.0
NCO29,11.15,Low Fat,3.2,Health and Hygiene,163.25,OUT013,1987,High,Tier 3,Supermarket Type1,1480.0
FDJ36,,Regular,12.8,Baking Goods,104.53,OUT027,1985,Medium,Tier 3,Supermarket Type3,2563.0
NCF54,18.0,Low Fat,4.7,Household,170.54,OUT045,2002,,Tier 2,Supermarket Type1,3104.0
FDV04,7.825,Regular,15.0,Frozen Foods,158.83,OUT035,2004,Small,Tier 2,Supermarket Type1,1414.0
NCK30,14.85,Low Fat,10.2,Household,254.27,OUT010,1998,,Tier 3,Grocery Store,1776.0
FDX09,,Low Fat,11.4,Snack Foods,174.94,OUT019,1985,Small,Tier 1,Grocery Store,176.0
FDH53,20.5,Regular,1.9,Frozen Foods,83.76,OUT013,1987,High,Tier 3,Supermarket Type1,1404.0
FDT22,10.395,Low Fat,11.2,Snack Foods,60.62,OUT045,2002,,Tier 2,Supermarket Type1,779.0
DRF25,,Low Fat,6.8,Soft Drinks,36.02,OUT019,1985,Small,Tier 1,Grocery Store,73.0
FDG56,13.3,Regular,7.2,Fruits and Vegetables,60.85,OUT045,2002,,Tier 2,Supermarket Type1,919.0
FDG38,,Regular,5.2,Canned,83.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,3494.0
FDS34,19.35,Regular,7.7,Snack Foods,114.85,OUT045,2002,,Tier 2,Supermarket Type1,1708.0
FDP44,16.5,Regular,8.0,Fruits and Vegetables,102.13,OUT049,1999,Medium,Tier 1,Supermarket Type1,1743.0
FDW03,5.63,Regular,2.5,Meat,102.83,OUT013,1987,High,Tier 3,Supermarket Type1,1986.0
FDU25,12.35,LF,2.7,Canned,58.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,927.0
NCR17,9.8,Low Fat,2.4,Health and Hygiene,116.45,OUT045,2002,,Tier 2,Supermarket Type1,2780.0
FDY39,5.305,Regular,4.7,Meat,181.96,OUT018,2009,Medium,Tier 3,Supermarket Type2,2389.0
FDA03,18.5,Regular,4.6,Dairy,146.31,OUT049,1999,Medium,Tier 1,Supermarket Type1,3645.0
FDG58,10.695,Regular,0.0,Snack Foods,156.2,OUT046,1997,Small,Tier 1,Supermarket Type1,1870.0
NCB19,6.525,Low Fat,9.1,Household,86.49,OUT017,2007,,Tier 2,Supermarket Type1,1632.0
FDI07,12.35,Regular,3.4,Meat,198.14,OUT049,1999,Medium,Tier 1,Supermarket Type1,3757.0
NCS06,7.935,Low Fat,3.2,Household,261.09,OUT035,2004,Small,Tier 2,Supermarket Type1,2367.0
FDX03,15.85,Regular,10.2,Meat,47.17,OUT010,1998,,Tier 3,Grocery Store,91.0
NCK29,5.615,LF,0.0,Health and Hygiene,121.97,OUT046,1997,Small,Tier 1,Supermarket Type1,2463.0
FDH16,10.5,Low Fat,5.3,Frozen Foods,90.78,OUT013,1987,High,Tier 3,Supermarket Type1,1258.0
FDA55,,Regular,5.7,Fruits and Vegetables,223.81,OUT027,1985,Medium,Tier 3,Supermarket Type3,5593.0
FDS20,8.85,Low Fat,5.4,Fruits and Vegetables,182.73,OUT049,1999,Medium,Tier 1,Supermarket Type1,4926.0
FDS31,13.1,Regular,4.4,Fruits and Vegetables,180.33,OUT046,1997,Small,Tier 1,Supermarket Type1,2346.0
FDA23,,Low Fat,4.7,Baking Goods,101.3,OUT027,1985,Medium,Tier 3,Supermarket Type3,2328.0
NCU18,15.1,Low Fat,5.6,Household,140.25,OUT035,2004,Small,Tier 2,Supermarket Type1,2682.0
FDE11,17.7,Regular,13.5,Starchy Foods,184.49,OUT013,1987,High,Tier 3,Supermarket Type1,3147.0
FDE44,14.65,Low Fat,0.0,Fruits and Vegetables,49.77,OUT045,2002,,Tier 2,Supermarket Type1,838.0
FDV51,16.35,Low Fat,3.3,Meat,165.78,OUT046,1997,Small,Tier 1,Supermarket Type1,2653.0
FDK51,19.85,Low Fat,0.5,Dairy,264.59,OUT017,2007,,Tier 2,Supermarket Type1,5830.0
FDR36,6.715,Regular,12.2,Baking Goods,43.55,OUT045,2002,,Tier 2,Supermarket Type1,839.0
FDU40,20.85,Low Fat,3.7,Frozen Foods,192.55,OUT046,1997,Small,Tier 1,Supermarket Type1,2906.0
FDU37,,Regular,10.4,Canned,79.8,OUT027,1985,Medium,Tier 3,Supermarket Type3,4075.0
FDV47,17.1,low fat,5.4,Breads,85.36,OUT013,1987,High,Tier 3,Supermarket Type1,1776.0
FDF04,,Low Fat,2.4,Frozen Foods,258.63,OUT019,1985,Small,Tier 1,Grocery Store,517.0
FDX16,17.85,Low Fat,6.6,Frozen Foods,147.8,OUT035,2004,Small,Tier 2,Supermarket Type1,1947.0
NCL05,19.6,Low Fat,4.8,Health and Hygiene,45.08,OUT013,1987,High,Tier 3,Supermarket Type1,606.0
NCL30,,Low Fat,4.9,Household,125.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,7159.0
NCR06,12.5,Low Fat,0.7,Household,41.71,OUT046,1997,Small,Tier 1,Supermarket Type1,384.0
FDX03,15.85,Regular,6.1,Meat,45.67,OUT045,2002,,Tier 2,Supermarket Type1,634.0
FDR32,6.78,Regular,0.0,Fruits and Vegetables,227.47,OUT046,1997,Small,Tier 1,Supermarket Type1,3197.0
FDX04,19.6,Regular,4.2,Frozen Foods,47.64,OUT035,2004,Small,Tier 2,Supermarket Type1,336.0
DRH01,17.5,Low Fat,9.8,Soft Drinks,171.77,OUT017,2007,,Tier 2,Supermarket Type1,2433.0
FDO57,20.75,Low Fat,10.9,Snack Foods,160.96,OUT045,2002,,Tier 2,Supermarket Type1,1444.0
FDD11,,Low Fat,3.0,Starchy Foods,254.7,OUT027,1985,Medium,Tier 3,Supermarket Type3,3036.0
DRM47,9.3,Low Fat,7.3,Hard Drinks,189.18,OUT010,1998,,Tier 3,Grocery Store,382.0
NCC54,17.75,Low Fat,9.8,Health and Hygiene,242.42,OUT035,2004,Small,Tier 2,Supermarket Type1,5543.0
FDC45,17.0,Low Fat,13.6,Fruits and Vegetables,171.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,1540.0
FDW46,,Regular,12.3,Snack Foods,63.65,OUT019,1985,Small,Tier 1,Grocery Store,65.0
FDP40,4.555,Regular,3.4,Frozen Foods,110.15,OUT013,1987,High,Tier 3,Supermarket Type1,1230.0
FDM08,10.1,Regular,9.0,Fruits and Vegetables,225.51,OUT010,1998,,Tier 3,Grocery Store,1342.0
FDV52,20.7,Regular,12.2,Frozen Foods,119.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,2003.0
DRB24,8.785,Low Fat,2.1,Soft Drinks,153.07,OUT045,2002,,Tier 2,Supermarket Type1,4171.0
NCC54,17.75,LF,16.4,Health and Hygiene,239.32,OUT010,1998,,Tier 3,Grocery Store,723.0
FDV38,,Low Fat,17.8,Dairy,55.0,OUT019,1985,Small,Tier 1,Grocery Store,109.0
FDB36,5.465,Regular,4.9,Baking Goods,129.26,OUT045,2002,,Tier 2,Supermarket Type1,1312.0
DRH51,,Low Fat,17.0,Dairy,89.59,OUT019,1985,Small,Tier 1,Grocery Store,176.0
FDV45,,Low Fat,4.5,Snack Foods,187.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,7510.0
NCL29,,Low Fat,11.3,Health and Hygiene,156.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,1585.0
FDU14,17.75,Low Fat,5.8,Dairy,249.58,OUT010,1998,,Tier 3,Grocery Store,499.0
FDH17,16.2,Regular,1.7,Frozen Foods,97.47,OUT035,2004,Small,Tier 2,Supermarket Type1,1174.0
FDQ15,20.35,Regular,15.1,Meat,79.23,OUT035,2004,Small,Tier 2,Supermarket Type1,650.0
FDZ44,8.185,Low Fat,3.9,Fruits and Vegetables,115.48,OUT017,2007,,Tier 2,Supermarket Type1,820.0
FDM32,20.5,Low Fat,2.1,Fruits and Vegetables,88.18,OUT018,2009,Medium,Tier 3,Supermarket Type2,719.0
NCP29,8.42,Low Fat,11.2,Health and Hygiene,64.32,OUT035,2004,Small,Tier 2,Supermarket Type1,703.0
FDG53,10.0,Low Fat,4.6,Frozen Foods,141.82,OUT017,2007,,Tier 2,Supermarket Type1,839.0
FDT25,7.5,Low Fat,5.1,Canned,122.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,2573.0
FDM39,,Low Fat,5.3,Dairy,177.6,OUT027,1985,Medium,Tier 3,Supermarket Type3,8418.0
FDW35,10.6,Low Fat,1.1,Breads,43.85,OUT045,2002,,Tier 2,Supermarket Type1,671.0
FDD10,20.6,Regular,7.7,Snack Foods,177.23,OUT010,1998,,Tier 3,Grocery Store,892.0
FDH08,,Low Fat,1.7,Fruits and Vegetables,230.8,OUT027,1985,Medium,Tier 3,Supermarket Type3,5283.0
DRG37,16.2,Low Fat,1.9,Soft Drinks,154.0,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.0
