Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Type_Combined,Outlet_Years,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
19.0,0,0.027028322999999996,127.0336,9,1999,3962.8416,2,14,0,1,0,1,0,0,0,1,0,0
16.0,2,0.17261532699999999,154.5972,1,1987,1869.5664,0,26,1,0,0,0,0,1,0,1,0,0
,2,0.06871772,155.563,4,1985,469.389,0,28,0,0,1,1,0,0,1,0,0,0
20.85,1,0.032421521,181.666,1,1987,1438.128,0,26,1,0,0,0,0,1,0,1,0,0
19.0,1,0.127983545,107.6622,1,1987,1270.3464,0,26,1,0,0,0,0,1,0,1,0,0
13.0,2,0.070288365,64.3484,6,2004,2218.4456,0,9,0,0,1,0,1,0,0,1,0,0
10.0,1,0.07675510599999999,141.618,0,1998,139.81799999999998,0,15,0,0,0,0,0,1,1,0,0,0
17.5,1,0.052434201,103.999,6,2004,1857.582,0,9,0,0,1,0,1,0,0,1,0,0
,0,0.053413906,181.766,4,1985,179.766,2,28,0,0,1,1,0,0,1,0,0,0
19.5,1,0.08301916299999999,180.2002,2,2007,5193.9058,0,6,0,0,0,0,1,0,0,1,0,0
16.1,2,0.080010553,124.2362,0,1998,377.5086,0,15,0,0,0,0,0,1,1,0,0,0
8.6,0,0.069403341,91.2146,6,2004,2554.0088,2,9,0,0,1,0,1,0,0,1,0,0
,2,0.025616191,188.1872,5,1985,6239.8776,0,28,0,1,0,0,0,1,0,0,0,1
20.25,1,0.036326064,220.1482,8,1997,3066.6748,1,16,0,0,1,1,0,0,0,1,0,0
9.6,1,0.085434195,105.02799999999999,2,2007,2556.672,0,6,0,0,0,0,1,0,0,1,0,0
11.1,1,0.010658153,83.0908,9,1999,1593.9252,0,14,0,1,0,1,0,0,0,1,0,0
13.0,0,0.041994899,254.7014,3,2009,5100.028,2,4,0,1,0,0,0,1,0,0,1,0
,1,0.011556918999999999,94.741,5,1985,1641.1970000000001,0,28,0,1,0,0,0,1,0,0,0,1
20.7,0,0.0,74.3354,3,2009,1880.885,2,4,0,1,0,0,0,1,0,0,1,0
5.78,2,0.12411034900000001,262.3568,0,1998,790.9704,0,15,0,0,0,0,0,1,1,0,0,0
5.325,2,0.139244918,53.0298,3,2009,377.5086,0,4,0,1,0,0,0,1,0,0,1,0
7.5,1,0.032599801,238.1906,1,1987,3327.6684,0,26,1,0,0,0,0,1,0,1,0,0
11.6,2,0.157075658,166.6474,9,1999,4211.185,0,14,0,1,0,1,0,0,0,1,0,0
,2,0.018472713999999998,109.9544,5,1985,5257.1568,0,28,0,1,0,0,0,1,0,0,0,1
6.44,1,0.0,99.87,7,2002,1498.05,0,11,0,0,0,0,1,0,0,1,0,0
12.5,1,0.020739698,198.9742,7,2002,995.3710000000001,0,11,0,0,0,0,1,0,0,1,0,0
7.825,0,0.186825823,253.5698,3,2009,3805.047,2,4,0,1,0,0,0,1,0,0,1,0
6.865,1,0.09512291,212.3218,0,1998,427.4436,0,15,0,0,0,0,0,1,1,0,0,0
7.5,1,0.03269312,238.7906,7,2002,4040.7402,0,11,0,0,0,0,1,0,0,1,0,0
9.8,1,0.013841737,45.206,8,1997,1211.756,1,16,0,0,1,1,0,0,0,1,0,0
19.0,2,0.103449993,225.472,8,1997,3169.208,0,16,0,0,1,1,0,0,0,1,0,0
8.27,2,0.089554186,150.8708,8,1997,2407.5328,0,16,0,0,1,1,0,0,0,1,0,0
17.85,1,0.052257982,121.8072,9,1999,2450.144,0,14,0,1,0,1,0,0,0,1,0,0
11.8,2,0.170251293,116.4834,6,2004,1958.1178,0,9,0,0,1,0,1,0,0,1,0,0
20.6,2,0.048131556,187.1556,3,2009,4693.89,0,4,0,1,0,0,0,1,0,0,1,0
20.7,0,0.026899856,73.9354,8,1997,677.1186,2,16,0,0,1,1,0,0,0,1,0,0
15.25,1,0.026663778,87.0198,7,2002,2442.1544,0,11,0,0,0,0,1,0,0,1,0,0
12.35,2,0.0,76.2328,8,1997,1544.656,0,16,0,0,1,1,0,0,0,1,0,0
12.5,2,0.10990084300000001,83.0592,1,1987,743.0328,0,26,1,0,0,0,0,1,0,1,0,0
15.2,0,0.033651278,108.9912,9,1999,1965.4416,2,14,0,1,0,1,0,0,0,1,0,0
18.25,1,0.075311837,122.6046,9,1999,2988.1104,0,14,0,1,0,1,0,0,0,1,0,0
6.71,1,0.0,218.9166,1,1987,2394.8826,0,26,1,0,0,0,0,1,0,1,0,0
,0,0.039996021,176.7686,4,1985,888.8430000000001,2,28,0,0,1,1,0,0,1,0,0,0
,2,0.010886324,57.2588,5,1985,801.6232,0,28,0,1,0,0,0,1,0,0,0,1
,1,0.04506213,167.5474,4,1985,1010.6844,0,28,0,0,1,1,0,0,1,0,0,0
12.35,0,0.041729735,36.3216,6,2004,276.9728,2,9,0,0,1,0,1,0,0,1,0,0
6.42,1,0.053426165,178.7002,1,1987,4477.505,0,26,1,0,0,0,0,1,0,1,0,0
14.65,0,0.083488992,161.3552,9,1999,7148.0288,2,14,0,1,0,1,0,0,0,1,0,0
13.65,1,0.0,229.4668,9,1999,4837.7028,0,14,0,1,0,1,0,0,0,1,0,0
20.2,2,0.060045008,128.3678,3,2009,1398.8458,0,4,0,1,0,0,0,1,0,0,1,0
12.5,0,0.10402738,172.2448,2,2007,1874.8928,2,6,0,0,0,0,1,0,0,1,0,0
,1,0.08353607099999999,255.433,5,1985,9227.988000000001,0,28,0,1,0,0,0,1,0,0,0,1
5.48,1,0.015169739,82.225,3,2009,2247.075,0,4,0,1,0,0,0,1,0,0,1,0
,0,0.028382853,109.4596,4,1985,647.1576,2,28,0,0,1,1,0,0,1,0,0,0
12.1,2,0.061299600999999995,56.2614,7,2002,552.614,1,11,0,0,0,0,1,0,0,1,0,0
16.7,1,0.07058862099999999,107.9912,2,2007,1419.4856,0,6,0,0,0,0,1,0,0,1,0,0
16.85,2,0.023201357000000002,45.9428,7,2002,307.5996,0,11,0,0,0,0,1,0,0,1,0,0
7.365,1,0.042626422000000004,227.072,9,1999,4074.696,0,14,0,1,0,1,0,0,0,1,0,0
9.195,1,0.10850167599999999,183.6634,2,2007,2362.9242,0,6,0,0,0,0,1,0,0,1,0,0
14.3,1,0.122571209,122.37299999999999,8,1997,985.3839999999999,0,16,0,0,1,1,0,0,0,1,0,0
5.32,0,0.093408695,101.2674,2,2007,2241.0828,2,6,0,0,0,0,1,0,0,1,0,0
,0,0.032731074,235.6906,5,1985,5704.5744,2,28,0,1,0,0,0,1,0,0,0,1
13.65,2,0.043386130999999994,80.2302,0,1998,79.2302,0,15,0,0,0,0,0,1,1,0,0,0
12.6,2,0.021969896000000003,248.6092,8,1997,3237.1196,0,16,0,0,1,1,0,0,0,1,0,0
,0,0.183948465,33.6216,5,1985,934.7832,2,28,0,1,0,0,0,1,0,0,0,1
10.6,2,0.033052168,49.7008,8,1997,961.4152,0,16,0,0,1,1,0,0,0,1,0,0
,1,0.054443762,184.6582,4,1985,185.7582,0,28,0,0,1,1,0,0,1,0,0,0
8.6,2,0.040172077,188.553,1,1987,3795.06,0,26,1,0,0,0,0,1,0,1,0,0
19.85,1,0.175995526,224.0772,8,1997,1556.6404,0,16,0,0,1,1,0,0,0,1,0,0
9.3,1,0.042530668,125.5388,2,2007,2848.2924,1,6,0,0,0,0,1,0,0,1,0,0
,2,0.274592283,167.8474,4,1985,336.8948,0,28,0,0,1,1,0,0,1,0,0,0
7.76,1,0.059594017,99.67,3,2009,1897.53,0,4,0,1,0,0,0,1,0,0,1,0
10.895,1,0.136784873,265.2568,6,2004,4218.5088,0,9,0,0,1,0,1,0,0,1,0,0
10.8,1,0.0,238.1564,3,2009,5243.8408,1,4,0,1,0,0,0,1,0,0,1,0
,2,0.019912606,91.0488,4,1985,271.6464,0,28,0,0,1,1,0,0,1,0,0,0
9.195,2,0.04719387,52.8666,9,1999,1384.1982,0,14,0,1,0,1,0,0,0,1,0,0
19.6,1,0.039638705,166.0526,9,1999,3124.5994,0,14,0,1,0,1,0,0,0,1,0,0
15.7,1,0.074083388,253.3724,2,2007,6795.1548,0,6,0,0,0,0,1,0,0,1,0,0
18.85,1,0.09105157900000001,127.4336,7,2002,894.8352,1,11,0,0,0,0,1,0,0,1,0,0
14.7,1,0.02090277,144.5128,1,1987,3307.6944,1,26,1,0,0,0,0,1,0,1,0,0
15.0,1,0.15386118099999999,108.5938,1,1987,1393.5194,0,26,1,0,0,0,0,1,0,1,0,0
21.1,2,0.161504957,65.0168,8,1997,639.168,0,16,0,0,1,1,0,0,0,1,0,0
17.0,1,0.119871307,248.3434,3,2009,6208.585,0,4,0,1,0,0,0,1,0,0,1,0
16.7,2,0.069903773,188.6214,6,2004,565.2642,0,9,0,0,1,0,1,0,0,1,0,0
8.6,0,0.069416467,92.5146,8,1997,2006.7212,2,16,0,0,1,1,0,0,0,1,0,0
6.76,2,0.02914662,79.296,2,2007,1118.5439999999999,0,6,0,0,0,0,1,0,0,1,0,0
8.77,2,0.046771477,173.9422,8,1997,3103.9596,0,16,0,0,1,1,0,0,0,1,0,0
,0,0.092564193,53.4956,5,1985,2129.2284,2,28,0,1,0,0,0,1,0,0,0,1
5.845,2,0.104998144,213.2218,6,2004,7266.5412,0,9,0,0,1,0,1,0,0,1,0,0
16.7,2,0.119704498,181.9976,7,2002,5432.928000000001,0,11,0,0,0,0,1,0,0,1,0,0
11.65,1,0.03242518,38.8164,0,1998,77.2328,1,15,0,0,0,0,0,1,1,0,0,0
,1,0.052300844000000006,88.28299999999999,5,1985,2157.192,0,28,0,1,0,0,0,1,0,0,0,1
14.3,1,0.026362623999999998,78.3302,9,1999,1267.6832,0,14,0,1,0,1,0,0,0,1,0,0
,1,0.0,45.7428,5,1985,615.1992,0,28,0,1,0,0,0,1,0,0,0,1
8.355,1,0.18755862899999998,148.0418,8,1997,1471.418,0,16,0,0,1,1,0,0,0,1,0,0
13.15,1,0.04376368,183.095,8,1997,1830.95,0,16,0,0,1,1,0,0,0,1,0,0
19.25,2,0.0,82.5908,7,2002,922.7988,0,11,0,0,0,0,1,0,0,1,0,0
5.035,2,0.08007260299999999,228.2036,7,2002,2504.7396,0,11,0,0,0,0,1,0,0,1,0,0
15.85,2,0.007146415,41.048,8,1997,798.96,0,16,0,0,1,1,0,0,0,1,0,0
15.35,1,0.096317593,197.3768,1,1987,3350.3056,1,26,1,0,0,0,0,1,0,1,0,0
12.5,1,0.020729901999999998,197.2742,9,1999,3782.4098,0,14,0,1,0,1,0,0,0,1,0,0
18.35,2,0.15783357,87.5882,0,1998,171.7764,0,15,0,0,0,0,0,1,1,0,0,0
,2,0.010928678,167.0842,5,1985,6465.5838,0,28,0,1,0,0,0,1,0,0,0,1
20.5,1,0.036110222000000004,120.1756,1,1987,2059.9852,0,26,1,0,0,0,0,1,0,1,0,0
13.85,1,0.030842962999999998,143.1154,9,1999,2552.6772,1,14,0,1,0,1,0,0,0,1,0,0
4.59,1,0.0,111.186,7,2002,1245.046,1,11,0,0,0,0,1,0,0,1,0,0
10.0,0,0.089078338,147.1102,1,1987,2916.204,2,26,1,0,0,0,0,1,0,1,0,0
12.35,1,0.100164204,113.6518,3,2009,1593.9252,0,4,0,1,0,0,0,1,0,0,1,0
,2,0.045763622999999996,43.8744,5,1985,1222.4088,0,28,0,1,0,0,0,1,0,0,0,1
20.0,2,0.10399676,107.4622,1,1987,1587.933,0,26,1,0,0,0,0,1,0,1,0,0
13.8,2,0.057104065999999995,232.6984,3,2009,1390.1904,0,4,0,1,0,0,0,1,0,0,1,0
9.5,1,0.041971264,33.39,7,2002,732.38,1,11,0,0,0,0,1,0,0,1,0,0
5.425,2,0.11447240300000001,88.3514,8,1997,2833.6448,0,16,0,0,1,1,0,0,0,1,0,0
16.75,1,0.045117476,187.9556,9,1999,2440.8228,0,14,0,1,0,1,0,0,0,1,0,0
19.2,2,0.0,223.8062,7,2002,5642.655,0,11,0,0,0,0,1,0,0,1,0,0
10.5,0,0.02727641,171.3106,8,1997,3593.3226,2,16,0,0,1,1,0,0,0,1,0,0
12.85,2,0.152747503,252.0382,3,2009,4037.4112,0,4,0,1,0,0,0,1,0,0,1,0
,0,0.060706749000000004,127.50200000000001,4,1985,379.506,2,28,0,0,1,1,0,0,1,0,0,0
6.36,1,0.120788077,45.706,7,2002,838.908,0,11,0,0,0,0,1,0,0,1,0,0
,2,0.076851759,111.85700000000001,4,1985,109.85700000000001,0,28,0,0,1,1,0,0,1,0,0,0
14.5,2,0.063810405,263.2594,1,1987,2878.2534,0,26,1,0,0,0,0,1,0,1,0,0
7.02,1,0.081328781,150.0734,7,2002,4454.202,0,11,0,0,0,0,1,0,0,1,0,0
7.42,1,0.020387989,247.1092,6,2004,4233.1564,0,9,0,0,1,0,1,0,0,1,0,0
17.25,0,0.113518466,253.5724,8,1997,5033.448,2,16,0,0,1,1,0,0,0,1,0,0
18.75,1,0.052917345,190.6504,7,2002,1342.2528,0,11,0,0,0,0,1,0,0,1,0,0
20.25,2,0.018911473999999998,220.5772,2,2007,2446.1492,0,6,0,0,0,0,1,0,0,1,0,0
12.65,2,0.075981306,192.3846,1,1987,1910.846,0,26,1,0,0,0,0,1,0,1,0,0
12.5,0,0.018848862,96.7384,8,1997,2167.8448,2,16,0,0,1,1,0,0,0,1,0,0
12.8,1,0.116527666,261.4252,0,1998,262.3252,0,15,0,0,0,0,0,1,1,0,0,0
6.655,1,0.0,212.4586,2,2007,2743.7618,0,6,0,0,0,0,1,0,0,1,0,0
10.3,1,0.070040195,263.0226,8,1997,4229.1616,0,16,0,0,1,1,0,0,0,1,0,0
14.6,0,0.059827007,239.2538,2,2007,3605.3070000000002,2,6,0,0,0,0,1,0,0,1,0,0
9.195,2,0.051827122999999996,77.4644,3,2009,1414.1592,0,4,0,1,0,0,0,1,0,0,1,0
13.65,1,0.03595391,185.2924,6,2004,3146.5708,0,9,0,0,1,0,1,0,0,1,0,0
7.935,1,0.017182935,51.235,9,1999,848.895,0,14,0,1,0,1,0,0,0,1,0,0
20.75,1,0.007546808,104.1622,1,1987,1693.7952,0,26,1,0,0,0,0,1,0,1,0,0
15.1,2,0.10583111699999999,41.6796,9,1999,784.3124,0,14,0,1,0,1,0,0,0,1,0,0
,1,0.018275994,115.2808,4,1985,117.1808,0,28,0,0,1,1,0,0,1,0,0,0
10.1,1,0.027064381000000002,76.367,8,1997,765.67,0,16,0,0,1,1,0,0,0,1,0,0
,2,0.0,100.3674,5,1985,1833.6132,0,28,0,1,0,0,0,1,0,0,0,1
16.75,1,0.06063976,173.0106,9,1999,3593.3226,0,14,0,1,0,1,0,0,0,1,0,0
9.13,0,0.051847425,152.8024,8,1997,1214.4192,2,16,0,0,1,1,0,0,0,1,0,0
8.235,0,0.014518575,182.195,3,2009,2380.235,2,4,0,1,0,0,0,1,0,0,1,0
16.85,2,0.159722816,194.1478,1,1987,5812.434,0,26,1,0,0,0,0,1,0,1,0,0
,0,0.05911748,181.5976,5,1985,4165.2448,2,28,0,1,0,0,0,1,0,0,0,1
17.35,0,0.020555958,79.4618,6,2004,1772.3596,2,9,0,0,1,0,1,0,0,1,0,0
,1,0.17138350600000002,50.5324,4,1985,207.7296,0,28,0,0,1,1,0,0,1,0,0,0
14.5,0,0.090286009,159.9604,2,2007,2218.4456,2,6,0,0,0,0,1,0,0,1,0,0
14.5,1,0.061986574,153.0998,8,1997,4921.5936,1,16,0,0,1,1,0,0,0,1,0,0
9.395,1,0.160235723,227.872,2,2007,1584.604,1,6,0,0,0,0,1,0,0,1,0,0
7.905,1,0.010032624,248.3408,7,2002,751.0224,0,11,0,0,0,0,1,0,0,1,0,0
,1,0.116928924,183.3292,4,1985,364.8584,0,28,0,0,1,1,0,0,1,0,0,0
,0,0.011835436000000001,121.37299999999999,4,1985,246.34599999999998,2,28,0,0,1,1,0,0,1,0,0,0
8.5,1,0.09788471800000001,52.5324,8,1997,1194.4452,0,16,0,0,1,1,0,0,0,1,0,0
8.3,2,0.038204311,87.7198,6,2004,1831.6158,0,9,0,0,1,0,1,0,0,1,0,0
7.975,1,0.014631149,84.525,8,1997,416.125,0,16,0,0,1,1,0,0,0,1,0,0
13.5,2,0.16004458900000001,145.4102,7,2002,3499.4448,0,11,0,0,0,0,1,0,0,1,0,0
,0,0.02930277,256.1646,5,1985,5926.2858,2,28,0,1,0,0,0,1,0,0,0,1
5.785,2,0.040351229,181.36599999999999,6,2004,1977.4260000000002,0,9,0,0,1,0,1,0,0,1,0,0
9.5,1,0.042123243,32.09,2,2007,432.77,1,6,0,0,0,0,1,0,0,1,0,0
16.75,1,0.08148512599999999,258.0988,7,2002,8994.958,0,11,0,0,0,0,1,0,0,1,0,0
,2,0.149288779,158.4288,5,1985,2985.4472,0,28,0,1,0,0,0,1,0,0,0,1
17.6,2,0.0,46.006,8,1997,326.242,0,16,0,0,1,1,0,0,0,1,0,0
18.2,2,0.06656712099999999,250.2092,3,2009,2988.1104,0,4,0,1,0,0,0,1,0,0,1,0
11.6,1,0.068535039,143.0154,0,1998,283.6308,1,15,0,0,0,0,0,1,1,0,0,0
6.865,1,0.057062185999999994,212.0218,3,2009,2350.9398,0,4,0,1,0,0,0,1,0,0,1,0
7.275,1,0.027991092999999998,145.976,9,1999,3515.4240000000004,0,14,0,1,0,1,0,0,0,1,0,0
18.2,1,0.089901774,197.511,8,1997,392.82199999999995,0,16,0,0,1,1,0,0,0,1,0,0
13.5,1,0.0,189.1872,6,2004,1890.872,1,9,0,0,1,0,1,0,0,1,0,0
9.0,1,0.038892859,36.119,1,1987,1098.57,1,26,1,0,0,0,0,1,0,1,0,0
19.1,1,0.045270425999999996,38.8138,1,1987,731.0484,1,26,1,0,0,0,0,1,0,1,0,0
17.85,2,0.020942867,260.2936,6,2004,4175.8976,0,9,0,0,1,0,1,0,0,1,0,0
10.3,2,0.030693756000000003,114.2176,3,2009,2175.8344,0,4,0,1,0,0,0,1,0,0,1,0
6.38,0,0.015162573,145.14700000000002,8,1997,3006.087,2,16,0,0,1,1,0,0,0,1,0,0
,2,0.0,37.0506,5,1985,986.7156,0,28,0,1,0,0,0,1,0,0,0,1
15.0,0,0.11946118800000001,126.3362,0,1998,503.3448,2,15,0,0,0,0,0,1,1,0,0,0
15.1,1,0.09515808099999999,159.2604,8,1997,2852.2872,0,16,0,0,1,1,0,0,0,1,0,0
16.2,0,0.050545502,191.6162,3,2009,1731.7458,2,4,0,1,0,0,0,1,0,0,1,0
5.945,0,0.093405156,129.3652,3,2009,4391.6168,2,4,0,1,0,0,0,1,0,0,1,0
11.8,2,0.179191782,224.2772,0,1998,667.1316,0,15,0,0,0,0,0,1,1,0,0,0
19.7,2,0.160951491,256.1014,9,1999,3060.0168,0,14,0,1,0,1,0,0,0,1,0,0
,1,0.10215795800000001,145.0128,4,1985,143.8128,0,28,0,0,1,1,0,0,1,0,0,0
19.0,0,0.017791458,211.9244,3,2009,2117.244,2,4,0,1,0,0,0,1,0,0,1,0
12.3,1,0.036997103999999996,115.9834,9,1999,2073.3012,0,14,0,1,0,1,0,0,0,1,0,0
12.3,1,0.116261335,107.0938,0,1998,214.3876,1,15,0,0,0,0,0,1,1,0,0,0
8.1,1,0.12829573,210.4902,7,2002,5309.755,0,11,0,0,0,0,1,0,0,1,0,0
15.85,1,0.069100548,216.6166,8,1997,4136.6154,0,16,0,0,1,1,0,0,0,1,0,0
14.85,2,0.035257037000000005,161.2578,8,1997,4171.9028,0,16,0,0,1,1,0,0,0,1,0,0
19.0,2,0.065633934,186.5214,8,1997,2261.0568,0,16,0,0,1,1,0,0,0,1,0,0
5.485,0,0.042743727999999995,166.2842,6,2004,1989.4104,2,9,0,0,1,0,1,0,0,1,0,0
19.0,0,0.129309277,188.8872,6,2004,3592.6568,2,9,0,0,1,0,1,0,0,1,0,0
16.1,2,0.0,98.441,2,2007,868.8689999999999,0,6,0,0,0,0,1,0,0,1,0,0
6.135,1,0.0,114.286,8,1997,2376.906,1,16,0,0,1,1,0,0,0,1,0,0
11.6,2,0.156802171,168.0474,6,2004,4379.6324,0,9,0,0,1,0,1,0,0,1,0,0
16.2,1,0.10363403800000001,101.399,9,1999,1031.99,0,14,0,1,0,1,0,0,0,1,0,0
15.6,1,0.045055587,242.3854,9,1999,2416.854,0,14,0,1,0,1,0,0,0,1,0,0
10.395,1,0.031199027999999997,159.4604,1,1987,316.9208,0,26,1,0,0,0,0,1,0,1,0,0
14.5,1,0.062239080999999995,154.2998,3,2009,1691.7978,1,4,0,1,0,0,0,1,0,0,1,0
15.25,0,0.06153089,132.2968,2,2007,1696.4584,2,6,0,0,0,0,1,0,0,1,0,0
10.1,2,0.053692878,222.9088,7,2002,5145.3024,0,11,0,0,0,0,1,0,0,1,0,0
12.1,0,0.01545846,166.0526,9,1999,3617.9572,2,14,0,1,0,1,0,0,0,1,0,0
,2,0.06627464,54.1956,5,1985,3002.758,0,28,0,1,0,0,0,1,0,0,0,1
8.3,2,0.030274175,98.5384,3,2009,1872.2296,0,4,0,1,0,0,0,1,0,0,1,0
7.315,1,0.015332871999999999,154.034,7,2002,612.536,0,11,0,0,0,0,1,0,0,1,0,0
15.6,2,0.10589167,172.6764,2,2007,2920.1988,0,6,0,0,0,0,1,0,0,1,0,0
,0,0.016910914,96.641,5,1985,1544.656,2,28,0,1,0,0,0,1,0,0,0,1
16.2,2,0.128621941,175.537,9,1999,3528.74,0,14,0,1,0,1,0,0,0,1,0,0
,0,0.014153743,145.6418,5,1985,3825.6868,2,28,0,1,0,0,0,1,0,0,0,1
17.5,1,0.013637046000000002,258.5304,8,1997,6199.9296,0,16,0,0,1,1,0,0,0,1,0,0
18.25,2,0.17152392800000002,155.863,3,2009,2346.945,0,4,0,1,0,0,0,1,0,0,1,0
,1,0.009950343,185.5608,5,1985,3307.6944,0,28,0,1,0,0,0,1,0,0,0,1
,1,0.037160705,54.2298,4,1985,161.7894,1,28,0,0,1,1,0,0,1,0,0,0
12.1,1,0.148986013,106.52799999999999,3,2009,1171.808,0,4,0,1,0,0,0,1,0,0,1,0
16.25,1,0.078103689,91.1804,1,1987,1929.4884,0,26,1,0,0,0,0,1,0,1,0,0
7.785,1,0.140121306,102.5306,3,2009,1358.8978,0,4,0,1,0,0,0,1,0,0,1,0
10.1,1,0.040446145,118.115,0,1998,116.515,0,15,0,0,0,0,0,1,1,0,0,0
12.35,1,0.093824276,119.9124,2,2007,2014.7108,0,6,0,0,0,0,1,0,0,1,0,0
15.7,2,0.018926773,60.2536,6,2004,1163.8184,0,9,0,0,1,0,1,0,0,1,0,0
20.35,0,0.021322439,79.1328,6,2004,1235.7248,2,9,0,0,1,0,1,0,0,1,0,0
,2,0.05336162,200.1742,5,1985,6171.3002,0,28,0,1,0,0,0,1,0,0,0,1
,1,0.138777108,147.5392,5,1985,5219.872,0,28,0,1,0,0,0,1,0,0,0,1
12.1,1,0.016823566,178.56599999999997,6,2004,3775.086,1,9,0,0,1,0,1,0,0,1,0,0
20.35,1,0.083799283,184.1292,8,1997,2189.1504,0,16,0,0,1,1,0,0,0,1,0,0
18.1,0,0.048940428,127.5336,8,1997,1789.6704,2,16,0,0,1,1,0,0,0,1,0,0
12.6,1,0.02429329,33.4874,3,2009,105.8622,0,4,0,1,0,0,0,1,0,0,1,0
7.5,1,0.05082988099999999,122.7072,9,1999,1470.0864,0,14,0,1,0,1,0,0,0,1,0,0
20.5,2,0.0,83.2592,2,2007,1155.8288,0,6,0,0,0,0,1,0,0,1,0,0
16.75,2,0.024994069,37.4822,2,2007,549.9508,1,6,0,0,0,0,1,0,0,1,0,0
17.85,1,0.110152524,150.205,0,1998,149.805,0,15,0,0,0,0,0,1,1,0,0,0
13.5,1,0.060603014000000004,85.554,7,2002,1731.08,0,11,0,0,0,0,1,0,0,1,0,0
12.85,1,0.033192524,199.0768,1,1987,3153.2288,0,26,1,0,0,0,0,1,0,1,0,0
12.35,2,0.121174241,47.8692,0,1998,49.2692,0,15,0,0,0,0,0,1,1,0,0,0
10.1,1,0.046848053,60.6878,2,2007,363.5268,1,6,0,0,0,0,1,0,0,1,0,0
11.0,0,0.05489331,101.9358,1,1987,1105.8938,2,26,1,0,0,0,0,1,0,1,0,0
14.15,1,0.034868095,243.7828,6,2004,6579.4356,0,9,0,0,1,0,1,0,0,1,0,0
20.6,0,0.070933894,74.8696,1,1987,223.7088,2,26,1,0,0,0,0,1,0,1,0,0
5.765,1,0.0821398,37.2164,9,1999,579.246,0,14,0,1,0,1,0,0,0,1,0,0
8.01,1,0.117580062,36.6532,0,1998,71.9064,1,15,0,0,0,0,0,1,1,0,0,0
10.8,1,0.049819857,243.2144,7,2002,1225.072,0,11,0,0,0,0,1,0,0,1,0,0
15.7,1,0.030877303,42.177,2,2007,735.709,1,6,0,0,0,0,1,0,0,1,0,0
8.6,0,0.06952439099999999,91.8146,9,1999,2371.5796,2,14,0,1,0,1,0,0,0,1,0,0
,0,0.076860103,55.993,5,1985,1471.418,2,28,0,1,0,0,0,1,0,0,0,1
6.36,1,0.121034655,47.506,3,2009,1071.938,0,4,0,1,0,0,0,1,0,0,1,0
5.32,0,0.092865746,100.6674,6,2004,2648.5524,2,9,0,0,1,0,1,0,0,1,0,0
,2,0.075753207,111.1202,5,1985,3150.5656,0,28,0,1,0,0,0,1,0,0,0,1
,0,0.103188491,244.34599999999998,4,1985,246.34599999999998,2,28,0,0,1,1,0,0,1,0,0,0
,2,0.072559351,199.3426,5,1985,3757.1094,0,28,0,1,0,0,0,1,0,0,0,1
7.435,1,0.122735471,205.2638,1,1987,3520.0846,0,26,1,0,0,0,0,1,0,1,0,0
6.615,2,0.09197185599999999,251.6408,8,1997,6008.1792,0,16,0,0,1,1,0,0,0,1,0,0
11.3,1,0.056434817000000005,247.8118,8,1997,2964.1416,0,16,0,0,1,1,0,0,0,1,0,0
10.895,1,0.035740762999999995,131.9284,6,2004,659.1419999999999,0,9,0,0,1,0,1,0,0,1,0,0
11.5,2,0.125602951,100.8358,8,1997,2111.2518,0,16,0,0,1,1,0,0,0,1,0,0
,1,0.11676217300000001,198.9768,5,1985,4729.8432,0,28,0,1,0,0,0,1,0,0,0,1
7.55,2,0.030918873,123.9072,1,1987,1102.5648,0,26,1,0,0,0,0,1,0,1,0,0
20.5,1,0.119848041,109.4596,3,2009,431.4384,0,4,0,1,0,0,0,1,0,0,1,0
5.325,2,0.139464425,53.2298,2,2007,1240.3854,0,6,0,0,0,0,1,0,0,1,0,0
6.675,0,0.021666335,33.3874,8,1997,1235.059,2,16,0,0,1,1,0,0,0,1,0,0
16.5,2,0.06624955099999999,183.3292,8,1997,2006.7212,0,16,0,0,1,1,0,0,0,1,0,0
10.195,1,0.10756402400000001,149.0076,9,1999,1182.4608,0,14,0,1,0,1,0,0,0,1,0,0
19.2,2,0.085122855,155.4314,7,2002,3568.0222,0,11,0,0,0,0,1,0,0,1,0,0
15.7,2,0.11503178300000001,114.1202,3,2009,787.6414,0,4,0,1,0,0,0,1,0,0,1,0
18.7,1,0.014580886000000001,50.2324,1,1987,623.1888,1,26,1,0,0,0,0,1,0,1,0,0
13.65,0,0.077548732,55.093,3,2009,452.744,2,4,0,1,0,0,0,1,0,0,1,0
,1,0.022457694,98.6068,5,1985,2430.17,0,28,0,1,0,0,0,1,0,0,0,1
6.11,2,0.103129612,129.5968,7,2002,2348.9424,0,11,0,0,0,0,1,0,0,1,0,0
6.85,1,0.023012717999999998,262.0594,2,2007,1569.9564,0,6,0,0,0,0,1,0,0,1,0,0
